MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0.4894365040175507,-1.0781841476251717,0.517683971069409,-0.024885795231900605,-0.24492876634100194,0.03777906577263651,0.5477247321679626,-1.055891583294525,2.275
-1.0994717684306117,-0.3643377884404344,-0.8038464438399824,-0.06319511531391538,-0.19970788776093013,0.03956266404641752,1.1123019371817495,-0.879256073432584,0.768
-0.8680045701049407,-0.3643377884404344,-0.9872891034777216,-0.11455684302538303,0.32728927415298364,-0.016305096057234514,0.8039194302414457,-1.1618728892116839,1.125
-1.0989437866826062,0.9047224056657653,0.2102312823915488,0.2207045252747655,0.03074466654135889,-0.038229047708401444,2.9246422087386152,-1.04075139673493,0.435
-1.0422913451216014,-0.04707273991388446,0.2284333607325426,0.44486940275490816,-0.9710717204633089,0.010096974917121483,1.0933245521392696,-0.8439289714602002,0.857
0.9021070382587562,-0.9195516233618968,0.3307240669140794,0.2871738043763579,-0.7310532110767739,-0.05082718419127154,0.728009890071523,-1.3233682125140298,2.841
-0.6222290664083171,1.8565175512454153,-0.24515129587102846,-0.16627710482382085,-0.5066880827371868,-0.06808028331264528,1.064858474575548,-1.368788772192808,2.188
0.7144095268427523,0.34950857074430297,0.06867320618010661,-0.23490862184505082,-0.4249426483809032,-0.007092285309350676,-0.6715722568113948,0.49850090349052417,2.092
-0.180097150628397,1.0633549299290403,-0.04388147835615768,-0.10273848253870367,0.5055638916321129,-0.0509902458022397,0.49553692330113874,-1.055891583294525,2.21
0.9832050347524219,-0.8402353612302593,0.5923835808572844,-0.21159275476404124,0.19075700613238222,0.0013421902951530262,1.1265349759636103,-1.1265457872393,1.647
-0.6715425616720435,-0.6022865748353469,-0.16046619953035743,-0.09535757574783721,-0.07013267798341669,-0.07956324346131939,-0.7569704895025559,1.2656036891766473,1.067
-0.9899155557194422,-1.6333979825466343,-0.8460067929585554,-0.12751387420064314,0.22206376822627807,0.02101812856970823,-1.065352996442863,1.164669112112682,1.469
0.4050650206862501,-1.5540817204149968,-0.47491222475132494,-0.010154535441483457,-0.6232188083089103,-0.09341342212140882,0.7944307377202041,-1.2072934488904694,2.343
-0.37481681929287564,-0.4436540505720719,-0.6867094561251371,-0.06508747577856609,0.3159840545079657,-0.03942547144425205,0.8181524690233065,-1.2527140085692547,2.25
0.5448217893833418,-0.9195516233618968,0.3307240669140794,0.022089724566780124,-1.1180395758485422,-0.10273522740995766,1.0411367432724492,-1.2274803643032581,1.885
1.0739122990597905,-0.6022865748353469,0.43514684608784077,-0.1135489548713323,1.0299521567048686,-0.01967638306415947,0.6710777349440834,-1.2375738220096597,3.553
1.569687160437083,-1.0781841476251717,0.3045791962291255,-0.28971264630578974,0.21510670998319012,0.02742329563933844,-0.8139026446299987,0.8113980923888071,3.726
-0.6875404086366143,-0.9988678854935343,-0.466596499689095,0.11794593883320287,3.1988150639875434,0.05550636585613586,-0.7332487581994568,0.9779401445443466,1.289
-0.019326708360680695,1.5392525027188653,0.1305153299705309,-0.14516128070678452,-0.8214949682369175,-0.06564764469912829,1.0079263194481085,-1.4798168069631676,3.408
-0.1749757276727423,0.5874573571392154,-0.7436506926543922,-0.5574381290606965,-1.0136837022022227,0.023176762846352356,-0.7095270268963578,0.8214915500952016,1.344
-0.9929250516830743,-0.7609190990986219,-0.5698364267863673,-0.004249045729001343,1.3386716162418975,-0.010780164577987085,-1.340525079558826,1.3059775200022319,1.125
0.8683162063863954,-1.0781841476251717,-0.10822296152653858,-0.18537203555213666,-0.14318178953584038,0.11717244387577333,0.8039194302414457,-1.141685973798888,2.194
-1.366736129271065,0.19087604648102802,-0.7636885364317457,-0.25207575532629634,0.07248701599988672,0.07704900861418104,0.538236039646721,-0.11215328774646098,0.564
0.7154126921639631,0.8254061435341279,0.6985328705337152,-0.06885681166343922,-0.2771051607152838,0.004234885088894792,-0.7095270268963578,0.7659775327100217,4.452
1.5064877452008085,-1.8713467689415466,0.8574063784861904,0.15662823649434524,-0.7623599731706697,-0.028327419852473945,1.16448974604857,-1.510097180082358,3.45
-0.9604541741807276,-1.3954491961517217,-0.1824722938499078,-0.06929944927193794,-0.8067112194703556,-0.13976726190709324,-0.35844540361047195,-0.42505047664475115,2.75
-0.7550692742065351,-0.5229703127037094,0.03419901181640392,-0.04709299403251965,-0.7275746819552299,0.0570361724547339,0.6995438125078048,-0.5512186979747059,1.5
0.49107324743636804,0.19087604648102802,0.0528226748969871,-0.26523921126533023,-0.4258122806612892,-0.08848339952682635,-1.345269425819445,1.2605569603234466,2.208
1.2353163194251133,-1.1575004097568093,-0.02453045047269812,-0.3442696203181705,-0.9110670931166751,-0.0021622367474637355,-1.155495575394643,1.149528925553087,1.781
0.5778206486336941,0.6667736192708529,0.7163854510102824,0.11309785334933115,-1.15978192530707,-0.09008863475358281,1.060114128314929,-1.3536485856332128,3.35
-0.8827880590490985,-0.2850215263087969,-0.7181028118522645,-0.06035164351295626,-0.2075345782844041,0.029923976743550202,-1.3357807332982068,2.017566288303175,0.639
-0.9731257361328629,-0.9195516233618968,0.32650428224348865,0.5842538365009943,-0.7458369598433359,-0.06388970427852772,2.398019773809788,-1.7119663342102884,0.942
-0.6195891576682887,1.4599362405872278,-0.8209301570335549,-0.2360855200074271,-0.11187502744194451,0.11357483043629664,-0.7569704895025559,0.7054167864716483,1.388
1.277343666566362,-0.5229703127037094,0.2997540638002928,-0.2942448882267525,0.5968752810726425,0.030998959461648053,0.8608515853688854,-1.1669196180648846,2.542
1.784311741001374,-1.7920305068099092,0.9267375264184923,-0.23189656044642687,1.699569012602086,0.010691279692550652,0.9936932806662477,-1.2123401777436629,3.365
0.4415485594734394,-0.12638900204552195,0.19007434591446648,-0.08795478014679643,-0.2805836898368278,0.0008465428895702471,-0.8566017609755776,0.624669124820479,3.57
-0.6214370937863086,-0.9988678854935343,-0.204134356272112,-0.07163276249026228,-0.5545178581584166,-0.1328407133639115,-0.714271373156977,0.9426130425719628,1.193
-0.6552807238334698,0.6667736192708529,-0.08197993475700216,-0.21417280369130945,-0.5258199929056787,-0.04882511969834436,1.3779853277764742,-0.9549570062305598,0.712
-0.10728846757841966,1.8565175512454153,-0.2378919174479921,-0.10455188144019002,0.6664458635035222,0.19979214488491384,1.0269037044905884,-1.459629891550379,4.184
-0.45137417275369296,0.5874573571392154,-0.5676193123737705,-0.09036634450324757,1.1473525145569783,0.22610099959070964,-0.6715722568113948,0.1956971722986284,1.493
-0.3107726332597921,0.34950857074430297,-0.11490183144414125,-0.2677610185637905,-0.03534738676797683,-0.007298093788215046,1.1123019371817495,-1.0811252275605145,1.514
-0.631310352474014,-0.2850215263087969,-0.4654076081951202,-0.046327142374470734,2.363098442536601,-0.002286797445775212,-0.8186469908906179,0.6953233287652467,1.319
1.1300367588727895,-0.9988678854935343,0.581031522105573,-0.15146297398730413,-0.24145023721945796,0.06281918509047532,1.1360236684848484,-1.3536485856332128,2.356
